run_accession,study_accession,sample_accession,tax_id,scientific_name,submitted_ftp,StrainID,AccessionIDs,ST,Cefoxitin,Erythromycin,Tetracycline,Rifampicin,FusidicAcid,Gentamicin,Chloramphenicol,Mupirocin,Linezolid,Ciprofloxacin,Trimethoprim
ERR3826503,PRJEB32286,SAMEA5672866,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826503/HICF0693_396121.pe.markdup.bam,HICF0693,ERS3476869,149,R,S,S,S,R,S,S,S,S,S,-
ERR3826504,PRJEB32286,SAMEA5672867,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826504/HICF0694_395788.pe.markdup.bam,HICF0694,ERS3476870,22,R,S,S,S,R,S,S,R,S,R,-
ERR3826505,PRJEB32286,SAMEA5672868,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826505/HICF0695_396568.pe.markdup.bam,HICF0695,ERS3476871,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826506,PRJEB32286,SAMEA5672869,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826506/HICF0696_397138.pe.markdup.bam,HICF0696,ERS3476872,5,R,S,R,S,R,S,R,S,S,S,-
ERR3826507,PRJEB32286,SAMEA5672870,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826507/HICF0697_396844.pe.markdup.bam,HICF0697,ERS3476873,834,R,R,S,S,S,S,S,S,S,S,-
ERR3826508,PRJEB32286,SAMEA5672871,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826508/HICF0698_397681.pe.markdup.bam,HICF0698,ERS3476874,22,R,R,R,S,S,S,S,I,S,R,-
ERR3826509,PRJEB32286,SAMEA5672872,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826509/HICF0699_397390.pe.markdup.bam,HICF0699,ERS3476875,149,R,S,S,S,R,S,S,S,S,S,-
ERR3826510,PRJEB32286,SAMEA5672873,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826510/HICF0700_396721.pe.markdup.bam,HICF0700,ERS3476876,737,R,S,S,S,S,S,S,S,S,S,-
ERR3826511,PRJEB32286,SAMEA5672874,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826511/HICF0701_396877.pe.markdup.bam,HICF0701,ERS3476877,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826512,PRJEB32286,SAMEA5672875,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826512/HICF0702_397051.pe.markdup.bam,HICF0702,ERS3476878,8,R,S,S,S,R,S,S,S,S,S,-
